MAG Id;Sample;Accession;CheckM Completeness;CheckM Contamination;CheckM Strain heterogeneity;Anvio Completion;Anvio Redundancy;GTDB Taxonomy;Checkm Taxonomy;Anvio Domain;Dereplication Cluster;Representative MAG;Genome size;# scaffolds;N50 (scaffolds);Longest scaffold;# ambiguous bases;# predicted genes;Translation table;Coding density;GC Content;GC Content (sd);High Quality;EMOSE_N010000413;EMOSE_N010000990;EMOSE_N010000419;EMOSE_N020000414;EMOSE_N010000414;EMOSE_N010000416;EMOSE_N010000415;EMOSE_N010000417;EMOSE_N030000421;EMOSE_N030000991;EMOSE_N010000418;EMOSE_N010000424;EMOSE_N010000407;EMOSE_N010000368;EMOSE_N010000401;EMOSE_N010000995;EMOSE_N010000372;EMOSE_N010000405;EMOSE_N010000411;EMOSE_N020000340;EMOSE_N010000340;EMOSE_N010000344;EMOSE_N010000346;EMOSE_N020000684;EMOSE_N030000829;EMOSE_N040000340
ETHSEQ0000004056_metabat2_a26.c2k.e500.41;EMOSE_N010000344;ERR2098400;17,08;0,02;100;53,24;0;"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__D2472;g__SCGC-AAA076-P13;s__";c__Gammaproteobacteria;BACTERIA (0.7);51_1;ETHSEQ0000004031_metabat2_a26.c2k.e500.21.fa;216565;20;18011;27068;200;245;11;0,953921455;0,335627296;0,015017791;FALSO;101,298965;125,22225;86,518305;118,7656;80,90944;151,80365;71,8414;125,4539;113,127815;119,88325;52,989155;68,850045;207,52465;169,0926;84,93475;101,07326;226,3411;281,34035;183,7179;220,85305;175,2221;198,3292;216,59315;252,67305;326,41805;379,8224
ETHSEQ0000004025_metabat2_a26.c2k.e500.22;EMOSE_N010000414;ERR2098369;64,21;1,36;0;83,45;9,35;"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__D2472;g__;s__";c__Gammaproteobacteria;BACTERIA (0.9);51_1;ETHSEQ0000004031_metabat2_a26.c2k.e500.21.fa;1017114;67;26385;72850;2600;1103;11;0,938814135;0,326994009;0,014244608;FALSO;78,82842836;98,73456567;66,37675821;90,22285821;62,92506269;116,9503507;55,47806716;96,8692;87,0168403;91,82483134;41,56166269;54,34561343;162,943397;130,9861119;65,2926791;80,48794627;174,952806;217,3343806;143,9557388;176,1958179;140,0588806;161,5986328;172,8652448;200,7837045;256,6535463;301,5047612
ETHSEQ0000004024_metabat2_a26.c2k.e500.38;EMOSE_N020000414;ERR2098368;62,93;0;0;0;0;"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__D2472;g__;s__";k__Bacteria;BLANK (0.5);51_1;ETHSEQ0000004031_metabat2_a26.c2k.e500.21.fa;1023358;86;21147;69416;4300;1110;11;0,931222505;0,324260248;0,014145036;FALSO;75,47101744;95,19242674;63,3657907;87,16865698;60,40471977;111,8367128;53,05530581;92,5817;83,11779186;88,07307326;39,57530814;51,9137186;155,3402663;124,6401291;62,12718256;76,47712442;165,6651942;205,7831977;138,1892953;167,9635733;133,5303779;154,8287709;164,7517012;192,7344267;247,5434186;287,0487791
ETHSEQ0000004033_metabat2_a26.c2k.e500.117;EMOSE_N010000407;ERR2098377;23,17;0;0;51,8;0;"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__D2472;g__SCGC-AAA076-P13;s__";c__Gammaproteobacteria;BACTERIA (0.6);51_1;ETHSEQ0000004031_metabat2_a26.c2k.e500.21.fa;308841;23;15933;36737;500;332;11;0,952023857;0,333912778;0,010392825;FALSO;98,1225913;121,0191913;83,2468087;111,9290913;78,29525217;144,5610435;68,93036957;120,0073913;108,5985217;112,9645913;51,5196;67,4379913;200,8578261;163,0124783;82,29504783;98,90506957;218,7488261;269,9436957;177,6364348;213,9506957;169,6240435;194,7268696;212,4988261;245,6910435;314,7433478;367,6136087
ETHSEQ0000004021_metabat2_a26.c2k.e500.15;EMOSE_N010000413;ERR2098365;32,71;0,02;100;57,55;0;"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__D2472;g__;s__";c__Gammaproteobacteria;BACTERIA (0.7);51_1;ETHSEQ0000004031_metabat2_a26.c2k.e500.21.fa;491747;34;25110;72642;1300;546;11;0,939196375;0,33091649;0,014017701;FALSO;94,00761765;116,6502882;79,50512353;107,4741353;75,38992941;138,5037647;66,35972647;115,8181471;103,1705412;109,2723853;49,24113529;65,19945;191,9892647;155,3908529;78,04603235;94,82341471;208,0586765;258,631;171,3295588;206,1016765;164,3845;187,8273529;203,4321176;235,693;303,1777353;354,7706471
ETHSEQ0000004028_metabat2_a26.c2k.e500.77;EMOSE_N010000417;ERR2098372;34,4;0;0;56,83;0;"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__D2472;g__SCGC-AAA076-P13;s__";c__Gammaproteobacteria;BACTERIA (0.7);51_1;ETHSEQ0000004031_metabat2_a26.c2k.e500.21.fa;518980;29;26438;70211;2100;563;11;0,937799144;0,33151215;0,013521057;FALSO;94,50085862;117,2264138;80,22533448;109,3492759;75,8427931;140,8449655;66,92006552;116,8872414;105,0149862;110,2686069;49,82516897;65,6469931;193,3126207;157,4466897;78,82645862;95,55195172;211,0862414;262,3174138;172,2202414;207,6114483;165,2138276;188,5033448;204,2761034;237,8521379;306,0294828;356,7939655
ETHSEQ0000004046_metabat2_a26.c2k.e500.80;EMOSE_N010000411;ERR2098390;44,25;0,12;0;67,63;0;"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__D2472;g__;s__";c__Gammaproteobacteria;BACTERIA (0.8);51_1;ETHSEQ0000004031_metabat2_a26.c2k.e500.21.fa;677419;52;20317;49279;3500;744;11;0,921958197;0,328957931;0,013004618;FALSO;85,69740385;106,3658462;72,13452692;97,78234231;68,60844231;126,7361885;59,93206731;105,030325;94,12421923;99,33035385;45,07703269;58,58899808;175,7049481;141,6259769;71,27505385;87,10318269;190,2427173;235,9787365;156,31245;189,0324115;150,3447077;172,7686981;186,0127173;216,8580385;276,7973462;324,2582308
ETHSEQ0000004027_metabat2_a26.c2k.e500.15;EMOSE_N010000415;ERR2098371;63,22;0,91;25;84,89;0;"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__D2472;g__;s__";c__Gammaproteobacteria;BACTERIA (0.9);51_1;ETHSEQ0000004031_metabat2_a26.c2k.e500.21.fa;1099820;92;20194;95290;2900;1203;11;0,941770472;0,32521606;0,016356427;FALSO;77,58439565;97,64029783;65,66541739;89,1745663;62,28425435;114,9271163;55,09823261;95,3511163;85,16384891;89,8854663;41,1080163;53,62620543;160,19525;130,7258804;65,83812391;78,94339891;169,9218804;211,5498043;140,9581478;171,7531848;136,8519446;159,2849783;169,0606413;196,5491304;251,1699239;293,5390217
ETHSEQ0000004036_metabat2_a26.c2k.e500.21;EMOSE_N010000401;ERR2098380;48,51;0,37;0;76,26;0;"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__D2472;g__;s__";c__Gammaproteobacteria;BACTERIA (0.9);51_1;ETHSEQ0000004031_metabat2_a26.c2k.e500.21.fa;760291;53;25573;69978;2900;833;11;0,933868742;0,330231017;0,012144961;FALSO;85,71456604;107,1190528;72,73321887;98,35602075;68,32286604;127,1263774;60,22316415;105,0346962;94,11950566;99,17347358;45,15776415;59,14121321;177,0366981;142,2428302;71,9459434;86,3804717;189,0563962;234,7026415;156,0714906;188,5700189;150,0728113;173,3651509;185,9204151;215,7984528;277,2576604;323,6821698
ETHSEQ0000004055_metabat2_a26.c2k.e500.59;EMOSE_N010000340;ERR2098399;27,18;0,12;100;54,68;0,72;"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__D2472;g__SCGC-AAA076-P13;s__";c__Gammaproteobacteria;BACTERIA (0.7);51_1;ETHSEQ0000004031_metabat2_a26.c2k.e500.21.fa;353830;33;15019;27444;600;392;11;0,94406636;0,334433655;0,014344282;FALSO;97,62568788;121,1997576;82,96643636;112,5920455;78,07786364;145,1118182;69,09163939;120,4619788;108,1430394;114,4925182;51,08987879;67,55092121;199,211;162,3481818;81,1899;98,41934545;218,0368182;269,1992727;177,651697;214,2400909;170,6399394;193,9371515;210,0175455;245,4989394;314,150697;368,417697
ETHSEQ0000004054_metabat2_a26.c2k.e500.31;EMOSE_N020000340;ERR2098398;42,09;1,25;33,33;64,75;0,72;"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__D2472;g__SCGC-AAA076-P13;s__";c__Gammaproteobacteria;BACTERIA (0.6);51_1;ETHSEQ0000004031_metabat2_a26.c2k.e500.21.fa;668841;77;13527;59533;2100;746;11;0,932383033;0,329966209;0,014153351;FALSO;83,05286104;103,967113;70,83649091;95,85857792;66,84648312;122,6256169;58,72433896;102,4492039;91,30991688;97,11788442;42,94711818;56,65182597;170,0647766;137,3998571;69,55973117;82,6576039;180,5387455;223,1874117;149,4447571;178,7350974;143,8267065;165,0983416;176,8907286;205,8758013;265,3829091;307,5614156
ETHSEQ0000004037_metabat2_a26.c2k.e500.1;EMOSE_N010000995;ERR2098381;55,17;0;0;41,01;0;"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__D2472;g__;s__";k__Bacteria;BACTERIA (0.5);51_1;ETHSEQ0000004031_metabat2_a26.c2k.e500.21.fa;754196;46;28328;95688;2600;811;11;0,932888798;0,324903273;0,012924098;FALSO;75,32343043;95,53185217;63,56138696;86,62754348;60,38487391;111,8270522;53,2704;93,94348261;82,98005217;88,66113261;39,46111304;51,67034565;155,99335;124,5523652;62,24613478;75,77424348;163,2485652;202,4877391;137,5087804;166,0898174;132,8457674;154,8964174;164,0964283;191,3446261;245,5088478;284,0898913
ETHSEQ0000004030_metabat2_a26.c2k.e500.23;EMOSE_N030000991;ERR2098374;52,4;1,67;0;76,98;0,72;"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__D2472;g__SCGC-AAA076-P13;s__";c__Gammaproteobacteria;BACTERIA (0.9);51_1;ETHSEQ0000004031_metabat2_a26.c2k.e500.21.fa;822061;64;17742;41506;3600;889;11;0,934378349;0,326895234;0,014400608;FALSO;83,13784375;104,3101156;70,51573281;95,23489375;66,33270625;122,6644328;58,6432375;102,1734906;91,42128594;96,80236563;43,82646875;57,73364219;171,5061625;138,3996719;69,95679531;83,92548906;182,6395062;227,5759063;151,5468594;183,4957531;146,14735;168,6702531;180,9535016;209,9349766;269,917625;313,9591094
ETHSEQ0000004057_metabat2_a26.c2k.e500.4;EMOSE_N010000346;ERR2098401;53,45;0;0;35,25;0;"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__D2472;g__;s__";k__Bacteria;BACTERIA (0.5);51_1;ETHSEQ0000004031_metabat2_a26.c2k.e500.21.fa;698845;60;15463;41802;3200;749;11;0,92362541;0,328072508;0,011933382;FALSO;80,276175;99,94848;67,80910167;91,29643;63,986325;117,9439667;56,103625;98,21625333;88,06281833;93,23551167;41,75856;54,87201667;164,8885917;132,8776617;66,50511333;81,19913167;176,1265217;218,325355;145,28412;176,2529933;139,9159;161,81118;174,10008;203,2157167;258,5424;302,22065
ETHSEQ0000004069_metabat2_a26.c2k.e500.73;EMOSE_N040000340;ERR2196984;42,41;0,56;75;61,87;0;"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__D2472;g__;s__";c__Gammaproteobacteria;BACTERIA (0.7);51_1;ETHSEQ0000004031_metabat2_a26.c2k.e500.21.fa;666396;74;12241;38333;3400;729;11;0,912394432;0,328244816;0,016434806;FALSO;84,73341081;105,7471784;71,76053243;97,46781892;68,0447973;125,9146311;59,83518919;104,0547351;93,79915135;98,94081622;44,36925541;58,49441486;175,0136622;141,1518216;70,63858919;86,28107973;189,1416081;234,1305405;154,6362216;187,8573378;149,1367122;170,8957649;184,5815811;214,9658514;275,3198919;322,897027
ETHSEQ0000004023_metabat2_a26.c2k.e500.48;EMOSE_N010000419;ERR2098367;50,86;0;0;0;0;"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__D2472;g__;s__";k__Bacteria;BLANK (0.5);51_1;ETHSEQ0000004031_metabat2_a26.c2k.e500.21.fa;818366;65;22777;60244;2100;877;11;0,945956943;0,323910343;0,011113161;FALSO;71,16813692;89,80867846;60,36202462;82,08905846;57,08080308;105,9707846;50,16974308;87,4874;78,67880462;83,25745385;37,83009538;49,77473538;147,8601662;119,0596138;59,68305846;73,21419077;157,7786738;196,3092923;130,0023108;158,2914154;126,5105677;147,0267569;155,2895046;181,5484308;232,7619385;270,8496
ETHSEQ0000004031_metabat2_a26.c2k.e500.27;EMOSE_N010000418;ERR2098375;51,64;4,53;75;0;0;"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__HIMB11;s__HIMB11 sp001642945";f__Rhodobacteraceae;BLANK (0.5);19_0;ETHSEQ0000004031_metabat2_a26.c2k.e500.27.fa;1699848;523;3319;19708;3420;2043;11;0,878592674;0,510219709;0,028919337;FALSO;37,83729751;39,40457046;39,28112887;53,81594398;38,41214765;54,26990057;39,36201033;46,48659025;57,31583728;61,13168432;16,47237514;23,29115553;48,72413059;48,85410574;46,1094631;24,5916775;53,42476998;58,3947392;50,67777361;50,77337935;44,67401759;48,64075507;45,90697438;49,45888566;54,69547859;98,26544914
ETHSEQ0000004031_metabat2_a26.c2k.e500.8;EMOSE_N010000418;ERR2098375;62,03;0,47;0;57,55;0,72;"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp003209915";o__Rickettsiales;BACTERIA (0.6);37_0;ETHSEQ0000004031_metabat2_a26.c2k.e500.8.fa;738217;109;9982;29697;1200;846;11;0,953861805;0,30036892;0,020158513;FALSO;193,6892018;248,9097982;162,5415514;214,8047982;146,0620018;272,677578;131,9852101;230,1299725;196,8846303;205,0148991;86,98211376;114,4827826;382,7083486;273,5671101;135,6553817;148,9566037;300,8524771;337,8691835;307,161211;356,3615688;306,3534679;364,4727982;370,1555596;443,358844;581,1334312;563,1888532
ETHSEQ0000004064_metabat2_a26.c2k.e500.32;EMOSE_N020000684;ERR2098408;68,77;1,76;25;85,61;1,44;"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__TMED112;g__GCA-002727535;s__";c__Gammaproteobacteria;BACTERIA (0.9);50_1;ETHSEQ0000004033_metabat2_a26.c2k.e500.115.fa;980506;56;43585;118935;1400;1046;11;0,956000269;0,358511744;0,016627253;FALSO;5,522174464;6,676623571;4,585593393;6,067714286;4,750601607;7,900663036;3,579895536;6,396071071;6,091615;6,520614821;2,573960411;3,747140304;10,53713446;8,284461429;3,916572857;5,000716786;10,87423643;12,12823357;9,850897857;9,551166964;7,44343375;10,3823225;12,22244964;19,95328696;26,26257054;18,33901696
ETHSEQ0000004022_metabat2_a26.c2k.e500.11;EMOSE_N010000990;ERR2098366;50,18;1,39;40;61,87;2,16;"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__TMED112;g__GCA-002727535;s__";c__Gammaproteobacteria;BACTERIA (0.5);50_1;ETHSEQ0000004033_metabat2_a26.c2k.e500.115.fa;748791;183;4396;16805;120;879;11;0,965860968;0,359859003;0,016082487;FALSO;5,606958962;7,484675792;4,71663776;6,178283169;4,703953934;8,097074809;3,608360984;6,492833115;6,243449344;6,66723306;2,739800814;3,864480109;11,00654705;8,297265027;4,07611224;5,259098306;11,35497372;12,98517585;10,11464874;10,24651525;7,658903934;11,13937459;12,78425109;20,83586552;27,66801219;19,02466579
ETHSEQ0000004044_metabat2_a26.c2k.e500.30;EMOSE_N010000372;ERR2098388;68,68;2,79;9,09;85,61;6,47;"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__TMED112;g__GCA-002727535;s__";c__Gammaproteobacteria;BACTERIA (0.9);50_1;ETHSEQ0000004033_metabat2_a26.c2k.e500.115.fa;1015900;88;22285;76689;1400;1077;11;0,961703908;0,359638245;0,018460459;FALSO;5,246203068;6,292764432;4,278987045;5,66376125;4,214965795;7,44744625;3,293438193;5,907102045;5,605342159;6,09592;2,464498102;3,532631591;9,953595;7,684993977;3,691306023;4,795298523;10,63670659;11,64896068;9,293328409;9,221803295;6,96833;10,03353761;11,72625773;18,65332159;24,91005182;17,06755182
ETHSEQ0000004026_metabat2_a26.c2k.e500.64;EMOSE_N010000416;ERR2098370;51,55;3,48;30;74,1;1,44;"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__TMED112;g__GCA-002727535;s__";c__Gammaproteobacteria;BACTERIA (0.8);50_1;ETHSEQ0000004033_metabat2_a26.c2k.e500.115.fa;771496;180;4449;23900;120;910;11;0,968968083;0,359963235;0,016784427;FALSO;5,580510167;6,857955278;4,6210025;6,083726444;4,607091722;8,390309611;3,417799556;6,379138778;6,031601056;6,534563278;2,679077528;3,756083667;10,87435633;8,186812056;3,922571722;5,166997667;11,18796928;12,63457806;10,1105275;10,02398994;7,464930667;10,94834733;12,88386367;20,89932239;27,79146906;18,80216517
ETHSEQ0000004056_metabat2_a26.c2k.e500.1;EMOSE_N010000344;ERR2098400;62,37;0,96;33,33;81,29;0;"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__TMED112;g__GCA-002727535;s__";c__Gammaproteobacteria;BACTERIA (0.7);50_1;ETHSEQ0000004033_metabat2_a26.c2k.e500.115.fa;936686;99;16901;38964;810;1031;11;0,961212189;0,358888357;0,016316611;FALSO;5,331196364;6,484016263;4,451356566;5,820133232;4,462576;7,705275152;3,334105354;6,227776061;5,664912727;6,246923636;2,48099601;3,614840303;10,41757091;7,941654646;3,744514949;5,063287879;10,7884402;12,1279599;9,64659697;9,59296303;7,19391899;10,68270667;12,0484501;19,81887556;26,2770599;17,74510768
ETHSEQ0000004035_metabat2_a26.c2k.e500.44;EMOSE_N010000368;ERR2098379;63,79;2,97;5,88;82,01;7,91;"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__TMED112;g__GCA-002727535;s__";c__Gammaproteobacteria;BACTERIA (0.9);50_1;ETHSEQ0000004033_metabat2_a26.c2k.e500.115.fa;986119;168;8208;31473;230;1123;11;0,96461279;0,360666363;0,020374302;FALSO;5,519380952;6,712233929;4,6632575;6,027422738;4,536427321;7,891676607;3,529186667;6,437828155;5,948203452;6,539015119;2,662004167;3,688411369;10,73682899;8,492995;3,90363744;5,022113214;10,96889333;12,37669792;9,838690417;9,802144762;7,512776845;10,61941393;12,35898113;19,63322262;26,08281595;18,32033298
ETHSEQ0000004024_metabat2_a26.c2k.e500.74;EMOSE_N020000414;ERR2098368;40,17;0,83;25;61,15;2,16;"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__TMED112;g__GCA-002727535;s__";c__Gammaproteobacteria;BACTERIA (0.5);50_1;ETHSEQ0000004033_metabat2_a26.c2k.e500.115.fa;518039;147;3459;11595;150;657;11;0,965871295;0,359750835;0,018619333;FALSO;5,944533878;7,177073946;4,99360551;7,116525918;4,87409585;8,353322857;3,706250884;6,764617279;6,415648231;6,994203469;2,873716095;4,093691497;11,50864354;8,625253946;4,073360408;5,407288163;11,77761571;13,35353143;10,80321327;10,69662503;7,86133102;11,53020844;13,76430442;22,33549456;29,93299728;20,10838231
ETHSEQ0000004033_metabat2_a26.c2k.e500.115;EMOSE_N010000407;ERR2098377;69,97;0,36;66,67;84,89;0,72;"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__TMED112;g__GCA-002727535;s__";c__Gammaproteobacteria;BACTERIA (0.9);50_1;ETHSEQ0000004033_metabat2_a26.c2k.e500.115.fa;967260;114;13820;73821;600;1086;11;0,960701363;0,357857985;0,017290915;FALSO;5,591403509;6,750841491;4,609119649;6,133215965;4,521707018;7,949671491;3,403832368;6,390678947;6,040241579;6,414829035;2,659897386;3,820526316;10,9225643;8,133018596;3,965442281;5,023190614;10,86389088;12,41257096;9,822779035;9,854565351;7,452215;10,68519553;12,50762693;20,11882684;26,76204123;18,21895684
ETHSEQ0000004046_metabat2_a26.c2k.e500.13;EMOSE_N010000411;ERR2098390;61,78;3,9;0;77,7;7,91;"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__TMED112;g__GCA-002727535;s__";c__Gammaproteobacteria;BACTERIA (0.9);50_1;ETHSEQ0000004033_metabat2_a26.c2k.e500.115.fa;1030667;136;13163;39449;1130;1129;11;0,95130726;0,359475182;0,018812032;FALSO;5,016892382;6,097718309;4,161070882;5,482253897;4,15090711;7,052799853;3,232557471;5,836409338;5,370030368;5,922836324;2,41652536;3,419898647;9,623263235;7,712839926;3,684232941;4,585608088;9,782072279;11,20841684;9,115004485;8,95465625;6,881008897;9,660247794;10,84276125;17,67841676;23,40250434;16,45669868
ETHSEQ0000004065_metabat2_a26.c2k.e500.53;EMOSE_N030000829;ERR2098409;66,91;0,8;100;86,33;0;"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__TMED112;g__GCA-002727535;s__";c__Gammaproteobacteria;BACTERIA (0.9);50_1;ETHSEQ0000004033_metabat2_a26.c2k.e500.115.fa;919055;48;46524;85189;1300;980;11;0,958683648;0,359887988;0,015432594;FALSO;5,746282083;6,842725625;4,71687625;6,280645833;4,659878958;8,12158875;3,633644792;6,57186;6,180411042;6,621131875;2,811171667;3,866058333;10,93074979;8,249211458;4,04138875;5,335192292;11,4821;12,94348042;10,26526208;10,04838083;7,847008333;10,88846125;12,94886833;20,58491896;27,73626354;19,04303729
ETHSEQ0000004055_metabat2_a26.c2k.e500.68;EMOSE_N010000340;ERR2098399;51,23;1,98;18,18;74,82;3,6;"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__TMED112;g__GCA-002727535;s__";c__Gammaproteobacteria;BACTERIA (0.7);50_1;ETHSEQ0000004033_metabat2_a26.c2k.e500.115.fa;714239;165;4544;19158;140;856;11;0,968642149;0,359398347;0,016555844;FALSO;5,719225212;6,996984061;4,761740909;6,242844242;4,667824424;8,138804606;3,547117273;6,578764848;6,215948242;6,642743333;2,748271576;3,829274848;11,18732667;8,325235455;4,014011576;5,414724667;11,5163743;13,08684533;10,38942376;10,340242;8,240847455;11,11762673;13,31733861;21,236934;28,39253758;19,30682261
ETHSEQ0000004054_metabat2_a26.c2k.e500.91;EMOSE_N020000340;ERR2098398;61,69;4,6;15,79;76,26;0,72;"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__TMED112;g__GCA-002727535;s__";c__Gammaproteobacteria;BACTERIA (0.8);50_1;ETHSEQ0000004033_metabat2_a26.c2k.e500.115.fa;933966;138;8809;31776;630;1067;11;0,963478328;0,359813615;0,018926546;FALSO;5,564397609;6,805937754;4,647945072;6,115266304;4,68326471;7,975798406;3,500845601;6,400849203;6,060821522;6,523865942;2,677099928;3,854959638;10,80152051;8,241732971;4,056231087;5,268083406;11,17927486;12,63595014;10,1157987;10,3660663;7,527468333;10,93707196;12,83386254;20,30956087;27,21878623;18,83332399
ETHSEQ0000004057_metabat2_a26.c2k.e500.26;EMOSE_N010000346;ERR2098401;67,96;0,57;100;81,29;0,72;"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__TMED112;g__GCA-002727535;s__";c__Gammaproteobacteria;BACTERIA (0.9);50_1;ETHSEQ0000004033_metabat2_a26.c2k.e500.115.fa;958943;87;18959;114199;1220;1033;11;0,956983887;0,35981385;0,02048904;FALSO;5,360944713;6,363643333;4,446543793;5,75322092;4,493558046;7,67777069;3,374513046;6,31278954;5,702734023;6,19409023;2,638589391;3,536145172;10,13315356;7,799031724;3,776181839;4,964026092;10,52288897;11,87176701;9,278058391;9,446406437;7,192168736;10,02892793;12,08208644;19,1424431;25,3524392;17,49928897
ETHSEQ0000004069_metabat2_a26.c2k.e500.103;EMOSE_N040000340;ERR2196984;67,61;5,05;4,35;80,58;2,16;"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__TMED112;g__GCA-002727535;s__";c__Gammaproteobacteria;BACTERIA (0.8);50_1;ETHSEQ0000004033_metabat2_a26.c2k.e500.115.fa;932988;73;21685;51141;1100;1011;11;0,96020206;0,359265277;0,016685435;FALSO;5,838277945;6,930458904;4,817046301;6,236101918;4,798618219;8,388476575;3,68556726;6,73877589;6,356026575;6,865520685;2,714756849;3,898926027;11,30246712;8,506436027;4,200447671;5,411182466;11,73989384;13,39759356;10,55925712;10,55048425;8,024861781;11,27274781;13,17269945;20,17506466;27,07006712;20,00474521
ETHSEQ0000004045_metabat2_a26.c2k.e500.63;EMOSE_N010000405;ERR2098389;68,45;0,57;100;84,89;1,44;"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__TMED112;g__GCA-002727535;s__";c__Gammaproteobacteria;BACTERIA (0.8);50_1;ETHSEQ0000004033_metabat2_a26.c2k.e500.115.fa;979001;74;19946;60953;1400;1060;11;0,955838656;0,358801802;0,017167729;FALSO;5,396500405;6,498711757;4,406947432;5,763304189;4,431183784;7,531742973;3,24859973;6,100832027;5,821815;6,20696527;2,580022054;3,607580986;10,39330716;7,840761081;3,818748041;4,98854527;10,67888905;12,20895595;9,679736351;9,490614459;7,098957568;10,3042327;11,96784689;19,48154838;26,03352581;17,82199324
ETHSEQ0000004044_metabat2_a26.c2k.e500.85;EMOSE_N010000372;ERR2098388;66,01;0,8;0;67,9;1,85;"d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__MGIIb-O2;s__MGIIb-O2 sp002498985";p__Euryarchaeota;ARCHAEA (0.6);1_1;ETHSEQ0000004033_metabat2_a26.c2k.e500.23.fa;1194676;217;6520;34675;360;1215;11;0,949119259;0,383663955;0,020407356;FALSO;3,487327788;4,198975484;3,314917558;3,53720553;2,749030954;4,061935576;2,119182286;4,239986544;3,007374608;3,002020046;1,420492074;1,07464788;8,695663364;2,111876728;1,113753539;4,045883134;6,620313226;5,19456659;4,135935899;3,05028576;3,208582825;2,403084161;2,975131659;0,36238715;0,542799298;6,188788802
ETHSEQ0000004033_metabat2_a26.c2k.e500.23;EMOSE_N010000407;ERR2098377;77,47;0,18;0;84,57;4,32;"d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__Poseidoniales;f__Thalassoarchaeaceae;g__MGIIb-O2;s__MGIIb-O2 sp002498985";p__Euryarchaeota;ARCHAEA (0.7);1_1;ETHSEQ0000004033_metabat2_a26.c2k.e500.23.fa;1384697;160;13181;62949;860;1326;11;0,946781859;0,38133971;0,014937345;FALSO;3,36054525;3,944672313;3,095581381;3,338528894;2,648424219;3,841632938;1,984711762;4,032974656;2,845432375;2,854508025;1,373932554;1,029016706;8,4072275;2,011820062;1,075557441;3,87267705;6,067688875;5,010474063;3,92998875;2,868583869;3,123838562;2,303821838;2,857739525;0,360110038;0,532119272;5,882599375
